phase	run_name	file	size_bytes
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_late_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3510
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_late_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175261
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_late_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26967
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3527
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175288
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s17_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26977
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	296
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3523
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175278
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s29_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26975
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	val_metrics.json	295
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	quant_summary.json	3525
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	outlier_runtime_stats.json	175241
fixed_bopfix2	ptq_pg_w4a4_out8_boundary_random_s43_bopfix2_fixedseed20260806_cal16_semeval_e10	activation_calibration_stats.json	26962
